,LVFAILURE,HISTORY,LVEDVOLUME,CVP,PCWP,HYPOVOLEMIA,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HR,ERRCAUTER,HREKG,HRSAT,ANAPHYLAXIS,TPR,ARTCO2,EXPCO2,VENTLUNG,INTUBATION,MINVOL,FIO2,PVSAT,VENTALV,SAO2,SHUNT,PULMEMBOLUS,PAP,PRESS,KINKEDTUBE,VENTTUBE,MINVOLSET,VENTMACH,DISCONNECT,CATECHOL,INSUFFANESTH,CO,BP
748,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
749,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1,0,2,2
750,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,2,1,0,0,0,0,1,2,3,1,1,1,2,1,1,1,0,0
751,1,1,1,0,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,2
752,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
753,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0
754,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
755,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
756,1,1,2,2,2,1,1,0,1,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
757,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,1,1,2,1,0,1,1,1
758,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,0,1,1,3,1,3,1,0,1,1,1
759,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,0,1,1,1
760,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,1,1,0,1,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
761,1,1,1,0,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,0
762,1,1,1,1,1,1,1,1,1,0,1,0,2,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,1,2,1,0,1,0,0
763,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0
764,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,2
765,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0,1,1,2
766,1,1,1,1,1,1,1,1,0,1,0,2,1,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,1,2
767,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,2,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
768,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,0,1,3,2,3,1,1,1,2,2
769,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
770,0,0,0,0,0,1,0,1,2,2,1,2,2,1,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
771,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,1
772,1,1,1,1,1,1,1,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0
773,1,1,2,2,2,0,0,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,1,1,0,0
774,1,1,1,1,1,1,1,1,2,2,1,0,2,1,1,0,1,1,0,3,1,2,3,2,0,1,2,1,1,3,1,3,1,1,1,1,1
775,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0
776,1,1,0,0,0,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
777,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,2
778,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,2,0
779,1,1,1,1,1,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,0,0
780,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
781,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
782,1,1,2,1,2,0,0,1,1,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,1
783,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,0,1,1,2,0
784,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
785,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,0,0,1,1,3,1,1,1,2,1,1,1,2,2
786,0,1,0,0,0,1,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
787,1,1,2,2,1,0,0,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
788,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
789,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,1,2,0
790,0,0,0,0,0,1,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,1,0,1,1,3,1,0,1,2,0,1,1,0,0
791,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,0,1,1,0
792,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,1,1,1,2,1
793,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2
794,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
795,1,1,2,2,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,1,1,1,2,0
796,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
797,1,1,0,0,0,1,1,1,2,2,1,2,2,1,1,2,2,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,2
798,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,0
799,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
800,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,2
801,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
802,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
803,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
804,1,1,1,1,1,1,1,0,1,2,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
805,1,1,2,1,2,0,0,1,2,2,1,2,2,1,1,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,0,0
806,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,0,2,2
807,1,1,0,0,0,1,1,1,2,2,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
808,1,1,2,1,2,0,1,1,1,0,1,2,1,1,2,1,0,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,0,1,2
809,1,1,2,1,1,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
810,1,1,2,2,2,0,1,1,0,1,1,0,0,1,2,0,1,0,0,0,1,2,3,2,0,1,1,3,1,1,1,2,1,0,1,1,0
811,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,2
812,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,2,1,0,3,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,2,2
813,0,0,0,0,0,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
814,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,0,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,0
815,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
816,1,1,2,1,2,0,0,1,2,2,1,2,2,1,0,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,0,0
817,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,1,1,1,1,3,1,1,1,2,1,1,0,2,2
818,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,1,1,2,1,0,1,1,1
819,1,1,1,1,1,1,2,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
820,0,0,0,0,0,1,0,1,2,2,1,2,2,0,0,1,1,0,2,2,1,0,2,0,0,1,1,3,0,0,0,1,1,1,1,0,0
821,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
822,1,1,0,1,0,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,0,2,1,1,1,1,2,1,1,1,2,2
823,1,1,2,2,2,0,0,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
824,1,1,2,2,2,0,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
825,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,0
826,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
827,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
828,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
829,1,1,1,1,1,1,0,1,1,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,2,0,1,0,1,0,1
830,1,1,2,1,2,0,0,1,1,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
831,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,2,2,0,0,1,0,2,0,0,1,0,2,1,1,1,2,1,1,1,0,0
832,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
833,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
834,1,1,0,0,0,1,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,2
835,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
836,1,1,1,1,1,1,2,1,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,1,1,2,2
837,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,2,2
838,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
839,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,0,1,2,3,2,0,1,1,3,1,0,1,2,0,1,1,2,1
840,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,2
841,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
842,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
843,1,1,1,1,2,1,0,0,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,0,1,0,1
844,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,1
845,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,2
846,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,1,1,0,2,2,1,0,2,0,1,0,2,3,1,1,1,2,1,1,1,2,0
847,1,1,2,1,2,0,0,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1,1,0,0
848,1,1,1,1,0,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
849,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,1,1
850,1,1,2,1,2,0,0,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
851,1,1,1,1,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
852,1,1,1,1,1,1,1,0,1,2,1,2,2,1,0,0,1,1,0,3,0,1,3,1,0,1,1,2,1,3,1,2,1,1,1,2,0
853,1,1,2,2,2,0,1,1,0,0,1,0,1,1,0,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,0,0
854,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,0,0
855,1,1,2,2,2,0,0,0,1,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,0,0
856,1,1,1,1,1,1,1,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,1
857,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
858,1,1,0,0,0,1,2,1,2,2,1,2,2,1,2,2,2,1,2,0,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,2
859,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,1,1,0,0
860,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,2
861,0,0,0,0,1,1,0,1,2,2,1,2,2,1,2,2,2,1,2,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,0,0
862,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,0,1,1,2
863,1,1,1,0,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
864,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,0,1,1,0,3,1,2,3,0,1,1,1,3,1,0,1,0,1,1,1,2,0
865,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,0
866,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,3,1,2,3,2,0,1,2,1,1,3,2,3,1,1,1,1,1
867,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,2
868,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1
869,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
870,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
871,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,0,1,1
872,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,0
873,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
874,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
875,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,1,1,1,2,0
876,1,1,2,1,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,2,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,0,1
877,1,1,1,1,1,0,0,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,0,1,0,1
878,0,0,0,0,0,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0
879,1,1,2,2,2,0,0,1,0,1,1,0,0,1,0,2,3,3,0,1,1,0,1,0,0,1,1,3,1,2,2,3,0,1,1,0,0
880,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0
881,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,1,2,3,2,0,1,1,2,1,1,1,2,1,0,1,1,2
882,1,1,1,1,1,0,2,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
883,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,0,2,0
884,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,0,1,1,1
885,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
886,1,1,1,0,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
887,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,0
888,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,2
889,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,0,1,3,1,0,1,1,3,1,0,1,0,0,1,1,2,2
890,1,1,2,2,2,0,1,1,2,2,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
891,1,1,1,1,1,1,1,1,2,2,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
892,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,0
893,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,2,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,1
894,1,1,1,1,1,1,1,0,1,2,1,2,2,1,2,1,0,1,0,3,1,0,2,0,0,1,1,3,1,0,0,1,1,1,1,2,2
895,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,3,3,0,1,1,1,2,1,0,1,1,3,1,2,1,2,1,0,1,1,1
896,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,0,1,1,2
897,1,1,1,1,1,1,1,1,0,0,1,0,2,1,2,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,0,2
898,1,1,2,1,2,0,1,1,2,2,1,2,2,1,2,2,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
899,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,2
900,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
901,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
902,1,1,0,1,0,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,2
903,1,1,1,1,0,1,1,1,2,2,1,2,2,1,0,0,2,2,1,1,1,2,3,2,0,1,1,3,1,3,2,3,1,1,0,1,0
904,0,0,0,0,0,1,0,1,2,2,1,2,2,1,0,1,1,0,0,0,1,0,0,0,1,1,0,3,1,1,1,2,1,1,0,0,0
905,1,1,1,1,1,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,1
906,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,2,1,2,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,0
907,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
908,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,2
909,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,0,0
910,1,1,2,2,2,0,0,1,2,2,1,1,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
911,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,0,1,0,1,0,1,1,0,1,1,1,1,2,1,0,1,2,2
912,0,0,0,0,0,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
913,1,1,2,2,2,0,0,0,1,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,2
914,1,1,2,1,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
915,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
916,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
917,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
918,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,2,0
919,1,1,1,0,1,1,1,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,2,0,1,1,2,1,3,2,3,1,1,1,2,2
920,1,1,1,1,2,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
921,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
922,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,1,1,2
923,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,0,1,3,1,0,1,1,3,1,0,1,0,1,0,1,1,2
924,1,1,2,1,2,0,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1
925,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
926,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,1,2
927,1,1,1,1,1,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
